event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI31691,04-Jan-24,2024,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Macina,Souleye,Founou,13.8744,-5.2779,1,Whatsapp,New media,"On 4 January 2024, JNIM claimed to have attacked a Dozo position in Founou (Macina, Segou). The militiamen fled, according to the audio statement.",0,,1705371872
MLI31692,04-Jan-24,2024,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Macina,Monimpebougou,Mogompiela,14.0518,-5.6819,1,Whatsapp,New media,"On 4 January 2024, JNIM claimed to have attacked a Dozo position in Mogompiela (Macina, Segou). One militiamen was killed, others fled, four motorcycles were burned, and one was captured, according to the audio statement.",1,,1705371872
MLI31706,04-Jan-24,2024,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Macina,Tielan,13.8949,-5.3179,1,Facebook; Twitter,New media,"On 4 January 2024, JNIM militants attacked the village of Tielan (Macina, Segou). One civilian was killed. The inhabitants left the village after the attack.",1,,1705371872
MLI31707,04-Jan-24,2024,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Macina,Dioumandiela,13.9309,-5.3571,1,Facebook; Twitter,New media,"On 4 January 2024, JNIM militants attacked the village of Dioumandiela (Macina, Segou). One civilian was killed. The inhabitants left the village after the attack.",1,,1705371872
MLI31658,03-Jan-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamic State (Sahel),,2,,,0,20,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Horekassihel,14.9851,0.6746,2,Undisclosed Source,Local partner-Other,"Movement of forces: On 3 January 2024, the presence of a large number of IS Sahel militants aboard five vehicles was reported in a forest northeast of Horekassihel (Ansongo, Gao).",0,,1704766911
MLI31659,03-Jan-24,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Arab Ethnic Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Gao,Bourem,Tarkint,Assahou,17.5397,0.1336,1,Undisclosed Source,Local partner-Other,"On 3 January 2024, FAMa forces and Wagner mercenaries killed an Arab civilian in the village of Assahou (Bourem, Gao).",1,,1704766911
MLI31660,03-Jan-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,,466,Western Africa,Mali,Mopti,Mopti,Sio,Sare-Guida,14.3682,-4.1934,1,Undisclosed Source,Local partner-Other,"Looting: On 3 January 2024, FAMa forces and Wagner mercenaries seized tons of rice in the village of Sare-Guida (Mopti, Mopti).",0,,1704766911
MLI31661,03-Jan-24,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,,466,Western Africa,Mali,Mopti,Mopti,Sio,Sare-Mala,14.3166,-4.2329,1,Undisclosed Source,Local partner-Other,"Looting: On 3 January 2024, FAMa forces and Wagner mercenaries seized tons of rice in the village of Sare-Mala (Mopti, Mopti).",0,,1704766911
MLI31662,03-Jan-24,2024,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Teachers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Macina,Tielan,13.8949,-5.3179,1,Studio Tamani,Subnational,"On 3 January 2024, JNIM militants attacked the village of Tielan (Macina, Segou). The village was burned and two teachers were abducted. Casualties unknown.",0,,1704766911
MLI31663,03-Jan-24,2024,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Souleye,Souleye,13.8771,-5.2433,2,Undisclosed Source,Local partner-Other,"On 3 January 2024, Dozo militiamen attacked the Fulani hamlet of Boura, about 10km south of Souleye (Macina, Segou). The Dozos abducted about 40 men, looted property, and seized livestock. 18 corpses were discovered near the village of Touara on 5 January.",18,,1704766911
MLI31664,03-Jan-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Wagner Group,1,12,,466,Western Africa,Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,2,Al Zallaqa,New media,"On 3 January 2024, JNIM claimed to have targeted an armored vehicle of the Malian army and Wagner mercenaries with an IED with directed charge between Tonka and Goundam (Goundam, Tombouctou). Casualties unknown.",0,,1704766911
MLI31650,02-Jan-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Wagner Group,1,12,,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Al Zallaqa,New media,"On 2 January 2024, JNIM claimed to have targeted a FAMa and Wagner vehicle by IED detonation in the city of Gao (Gao, Gao). Casualties unknown.",0,,1704766911
MLI31652,02-Jan-24,2024,2,Strategic developments,Strategic developments,Arrests,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,,466,Western Africa,Mali,Koulikoro,Nara,Niamana,Mourdiah,14.4727,-7.4671,1,Undisclosed Source,Local partner-Other,"Around 2 January 2024 (between 2 - 3 January), FAMa forces and Wagner mercenaries arrested about twenty civilians in the village of Mourdiah (Nara, Koulikoro).",0,,1704766911
MLI31654,02-Jan-24,2024,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali); Journalists (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Doucoumbo,Djiguibombo,14.192,-3.593,2,Facebook; Le Pays Dogon; Undisclosed Source,Local partner-Other,"On 2 January 2024, an unidentified armed group killed three civilians including a journalist-blogger and an artist-musician between Djiguibombo and Soninke (Bandiagara, Mopti).",3,,1704766911
MLI31655,02-Jan-24,2024,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Sio,Kouna,14.24,-4.147,1,Undisclosed Source,Local partner-Other,"On 2 January 2024, JNIM militants attacked farmers in the village of Kouna (Mopti, Mopti). One farmer was injured and two horses were killed.",0,,1704766911
MLI31656,02-Jan-24,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Sio,Sare-Guida,14.3682,-4.1934,1,Undisclosed Source,Local partner-Other,"On 2 January 2024, FAMa and Wagner forces carried out operations in the village of Sare-Guida (Mopti, Mopti). Several persons were killed, livestock were seized, and seven civilians were arrested and taken to the FAMa camp in Sofara. Several fatalities coded as 3.",3,,1704766911
MLI31657,02-Jan-24,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,2,Al Zallaqa; Whatsapp,New media,"On 2 January 2024, a FAMa convoy struck an IED between Goundam and Tonka (Goundam, Tombouctou). Casualties unknown. JNIM claimed responsibility.",0,,1704766911
MLI31679,02-Jan-24,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Wagner Group,,8,Civilians (Mali),Labor Group (Mali),7,78,Civilian targeting,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Twitter,New media,"On 2 January 2024, Wagner mercenaries kidnapped a civilian guard of Malian Red Cross in the town of Kidal (Kidal, Kidal).",0,,1704766911
MLI31680,02-Jan-24,2024,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Mali),Pastoralists (Burkina Faso),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Souleye,Souleye,13.8771,-5.2433,1,Undisclosed Source,Local partner-Other,"On 2 January 2024, Dozo killed a pastoralist in the village of Souleye (Macina, Segou).",1,,1704766912
MLI31728,02-Jan-24,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (Sahel),,2,Military Forces of Mali (2021-),Wagner Group,1,12,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Al Naba,International,"On 2 January 2024, IS Sahel claimed to have fired three Grad rockets against a FAMa and Wagner camp in the town of Menaka (Menaka, Menaka). There were no casualties.",0,,1705371872
MLI31653,02-Jan-24,2024,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,Military Forces of Mali (2021-),GATIA: Imghad Tuareg and Allies Self-Defense Group; MSA: Movement for Azawad Salvation,1,12,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Facebook; FAMAMali; Twitter; Undisclosed Source,Local partner-Other,"On 2 January 2024, IS Sahel militants attacked a FAMa, GATIA and MSA checkpoint near the town of Menaka (Menaka, Menaka). The militants fired four shells at the town without causing any damage. FAMa stated the attack was repelled and three militants were killed, and airstrikes were conducted against the militants at the southwest area of Menaka. GATIA-MSA stated the attack was repelled and four militants were killed and several motorcycles destroyed, three GATIA-MSA militiamen were also killed the statement said. Trust sources said two schoolchildren were killed during the attack, GATIA-MSA one vehicle and two motorcycles were seized, and one FAMa vehicle was destroyed by the militants. 12 total fatalities coded. IS Sahel claimed responsibility, said it killed and wounded more than ten personnel, damaged a vehicle, and captured another vehicle, and various weapons and ammunition.",12,,1705371872
MLI31649,01-Jan-24,2024,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,2,Al Zallaqa,New media,"On 1 January 2024, JNIM claimed to have ambushed FAMa forces army and Wagner mercenaries between Douentza and Boni (Douentza, Mopti). At least one soldier was killed and an AK rifle and four motorcycles were captured, the statement said.",1,,1704766911
MLI31640,31-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Ansongo,Monzonga,15.7285,0.4625,1,Undisclosed Source,Local partner-Other,"On 31 December 2023, an unidentified armed group killed a 15-year-old boy in the village of Monzonga (Ansongo, Gao). The victim's throat was slit.",1,,1704766911
MLI31641,31-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Facebook,New media,"On 31 December 2023, dozens of residents demonstrated in the town of Kidal (Kidal, Kidal) to denounce insecurity and the reopening of the Kidal-Gao axis. They also protested against the police recovering stolen goods and against the closure of the Gao road where the stolen goods are transported.",0,crowd size=dozens,1704766911
MLI31642,31-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Wagner Group,1,12,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Undisclosed Source,Local partner-Other,"On 31 December 2023, JNIM militants fired mortar shells at the FAMa and Wagner camp in the town of Kidal (Kidal, Kidal). Casualties unknown.",0,,1704766911
MLI31643,31-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Koulikoro,Nara,Guire,Guire,14.6432,-6.6909,2,aBamako; FAMAMali,National,"On 31 December 2023, the Malian air force carried out airstrikes against JNIM vehicle in the area of Guire (Nara, Koulikoro). At least one militant was killed. FAMa stated the vehicle was destroyed and its occupants neutralized. 1 fatalities coded.",1,,1704766911
MLI31644,31-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Koulikoro,Nara,Niamana,Mourdiah,14.4727,-7.4671,2,aBamako; FAMAMali,National,"On 31 December 2023, the Malian air force carried out airstrikes against JNIM militants in the area of Mourdiah (Nara, Koulikoro). FAMa stated JNIM base was destroyed and militants were killed. 3 fatalities coded.",3,,1704766911
MLI31645,31-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Monimpebougou,Tougou,14.455,-5.6115,1,Undisclosed Source,Local partner-Other,"On 31 December 2023, FAMa soldiers and Wagner mercenaries killed about ten civilians on the outskirts of Tougou (Macina, Segou).",10,,1704766911
MLI31646,31-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Souleye,Touara,14.0068,-5.2099,1,Undisclosed Source,Local partner-Other,"On 31 December 2023, JNIM militants fired several mortar shells at the village of Touara (Macina, Segou), causing extensive material damage.",0,,1704766911
MLI31647,31-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Tuareg Ethnic Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Twitter; Undisclosed Source,Local partner-Other,"On 31 December 2023, FAMa forces and Wagner mercenaries killed two Tuareg civilians in the town of Ber (Tombouctou, Tombouctou).",2,,1704766911
MLI31648,31-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Al Zallaqa; Undisclosed Source; Whatsapp,Local partner-Other,"On 31 December 2023, JNIM militants fired mortar shells at the FAMa camp in the town of Ber (Tombouctou, Tombouctou). Four shells hit the camp. One soldier was killed and nine were injured. JNIM claimed responsibility.",1,,1704766911
MLI31629,30-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Tilemsi,Tin Aouker,16.7984,0.1658,2,Undisclosed Source,Local partner-Other,"On 30 December 2023, IS Sahel militants attacked the village of Tadjalalt, in the commune of Tilemsi, location coded to Tin Aouker (Gao, Gao). The militants killed one civilian, and seized livestock and three vehicles.",1,,1704766911
MLI31630,30-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Kidal,Kidal,Anefif,Amassine,17.9628,0.5806,2,Al Zallaqa; Facebook; Twitter; Undisclosed Source,Local partner-Other,"On 30 December 2023, the Malian air force carried out airstrikes against civilians in Tadayite, near Amassine (Kidal, Kidal). At least seven civilians were killed, including a child who was watering cattle at a well.",7,,1704766911
MLI31631,30-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Kidal,Kidal,Kidal,Aghalak,18.3902,1.8233,1,Menastream; Undisclosed Source,Local partner-Other,"On 30 December 2023, FAMa and Wagner forces dropped a barrel bomb from a helicopter at a nomad camp in Aghalak (Kidal, Kidal). The barrel did not explode or cause any casualties.",0,,1704766911
